arxiv_id,year_group,model_name,n_words,n_files,n_citations,cit_per_100_words,word_stratum,log_perplexity,perplexity,burstiness_std,burstiness_cv,n_sentences_scored,n_tokens_scored
2103.02394,2015,Qwen/Qwen2.5-0.5B,267,1,7,2.621722846441948,0,2.704154526891787,14.941678561264563,0.8242692285063764,0.193370782345878,13,363
2103.03570,2015,Qwen/Qwen2.5-0.5B,236,1,8,3.389830508474576,0,3.2903824623184974,26.85313200327031,0.7347518692655458,0.1610968161652644,11,297
2103.08514,2015,Qwen/Qwen2.5-0.5B,221,1,9,4.072398190045249,0,2.7147485192513234,15.100812030833174,0.9683584634474472,0.2319846421969741,11,307
2103.12028,2015,Qwen/Qwen2.5-0.5B,234,1,14,5.982905982905983,0,3.562700915727459,35.258298349659945,0.9347964448708924,0.1946559566702501,12,305
2104.01750,2015,Qwen/Qwen2.5-0.5B,249,1,5,2.0080321285140563,0,2.6194876424921385,13.728687786549214,0.6798184016504322,0.1711581023526303,9,318
2104.07253,2015,Qwen/Qwen2.5-0.5B,180,1,6,3.333333333333333,0,3.33497981701867,28.077816524035555,0.6574441100568041,0.132052803148205,9,236
2104.08741,2015,Qwen/Qwen2.5-0.5B,167,1,10,5.9880239520958085,0,3.561740301351632,35.224444984016166,1.272898652460542,0.2451513723273772,10,226
2104.12149,2015,Qwen/Qwen2.5-0.5B,266,1,8,3.007518796992481,0,3.4818348986037235,32.51933705156966,0.6995979432738482,0.1478303754427973,13,329
2105.02819,2015,Qwen/Qwen2.5-0.5B,206,1,2,0.9708737864077668,0,2.9345357595396435,18.81276745978844,0.8079437585533414,0.1933585903233929,13,242
2105.07583,2015,Qwen/Qwen2.5-0.5B,240,1,12,5.0,0,3.3116269498258024,27.429715960427284,0.5523088167002377,0.1166168653459872,10,296
2105.08908,2015,Qwen/Qwen2.5-0.5B,168,1,12,7.142857142857142,0,2.716177692819149,15.122409141574172,1.1018112977739054,0.2366842932158404,9,235
2105.12353,2015,Qwen/Qwen2.5-0.5B,202,1,7,3.4653465346534658,0,2.965095781101473,19.3965609764771,1.146025574551509,0.2473977488034334,12,263
2105.13967,2015,Qwen/Qwen2.5-0.5B,201,1,6,2.985074626865672,0,3.881382533482143,48.49120947035659,0.5148062060996552,0.1050596206648142,7,273
2105.14491,2015,Qwen/Qwen2.5-0.5B,206,1,8,3.883495145631068,0,3.062843267064895,21.388283392415698,0.4861832618865882,0.1096029116947693,9,274
2105.14881,2015,Qwen/Qwen2.5-0.5B,235,1,4,1.702127659574468,0,3.096638044784699,22.123448071763367,0.6698000989030195,0.1433446275969331,12,299
2106.00139,2015,Qwen/Qwen2.5-0.5B,159,1,4,2.515723270440252,0,3.5539471720166773,34.95100319602066,0.9023692409854466,0.1765692069555008,8,193
2106.00266,2015,Qwen/Qwen2.5-0.5B,265,1,11,4.150943396226415,0,3.518923511563456,33.74807948541063,1.0798300448675384,0.2139558234640987,14,327
2106.01908,2015,Qwen/Qwen2.5-0.5B,232,1,20,8.620689655172415,0,2.779857235863095,16.11671989417204,1.515515558728109,0.2877835396803211,16,420
2106.02624,2015,Qwen/Qwen2.5-0.5B,231,1,6,2.5974025974025974,0,3.9663447045819935,52.79121026402913,0.527734816825936,0.1022901033855389,15,311
2106.02894,2015,Qwen/Qwen2.5-0.5B,259,1,7,2.702702702702702,0,3.0187854601945245,20.466419302083395,0.832887560180195,0.1998306964838864,12,347
2106.03760,2015,Qwen/Qwen2.5-0.5B,182,1,6,3.296703296703297,0,3.4545805725870253,31.645013112417217,1.0924062050945866,0.2094948621907262,10,237
2106.04546,2015,Qwen/Qwen2.5-0.5B,239,1,7,2.928870292887029,0,3.3499581473214284,28.501540752980684,0.8531051952793967,0.1858338970012183,12,294
2106.05642,2015,Qwen/Qwen2.5-0.5B,264,1,4,1.5151515151515151,0,3.091459366147309,22.009173993602595,0.9498240619010884,0.2145075447298667,10,353
2106.06224,2015,Qwen/Qwen2.5-0.5B,271,1,10,3.690036900369003,0,3.282320635034404,26.637516984332947,1.1232707790577667,0.2208213029245518,14,327
2106.06639,2015,Qwen/Qwen2.5-0.5B,196,1,5,2.5510204081632653,0,3.552633308688639,34.90511250829062,0.8853534004130748,0.1769993468254977,11,247
2106.07976,2015,Qwen/Qwen2.5-0.5B,153,1,12,7.84313725490196,0,3.637259177791262,37.98757671767043,1.65667486636284,0.3150681345955809,10,206
2106.08229,2015,Qwen/Qwen2.5-0.5B,177,1,17,9.6045197740113,0,3.072026119956488,21.585593400291703,1.3438777424520203,0.2941195603453959,8,237
2106.08902,2015,Qwen/Qwen2.5-0.5B,271,1,10,3.690036900369003,0,3.380891537238024,29.396967925427997,0.7580937049386451,0.1607930211399882,14,334
2106.10065,2015,Qwen/Qwen2.5-0.5B,249,1,6,2.409638554216868,0,2.987656091091901,19.83912684564009,0.6477096237642617,0.1437930514303634,13,338
2106.10360,2015,Qwen/Qwen2.5-0.5B,216,1,7,3.2407407407407405,0,3.759033203125,42.906923640138906,0.6523371301309567,0.1352174160398675,6,279
2106.10994,2015,Qwen/Qwen2.5-0.5B,233,1,12,5.150214592274678,0,2.7639496584972703,15.862370331837912,0.9545901088351112,0.204755132443732,16,332
